CAMINHAO,CICLOMOTOR,AUTOMOVEL,vl_industria,vl_industria_milhoes,log_caminhao,log_ciclomotor,log_automovel,log_industria
1173,597,28953,183038.783,0.18303878299999998,7.068172000388042,6.393590753950631,10.273463642713988,-1.6980572196327377
43,2,778,21637.897,0.021637897,3.784189633918261,1.0986122886681096,6.658011045870748,-3.833309010872276
34,2,537,2488.43,0.00248843,3.5553480614894135,1.0986122886681096,6.2878585601617845,-5.9961032894565225
98,1,833,14854.903,0.014854903000000001,4.59511985013459,0.6931471805599453,6.726233402358747,-4.209425299876836
60,1,899,5348.713,0.005348713,4.110873864173311,0.6931471805599453,6.802394763324311,-5.2308993077612636
54,2,1147,1742.234,0.0017422339999999998,4.007333185232471,1.0986122886681096,7.045776576879511,-6.352587081214863
412,4,1933,151286.187,0.15128618700000002,6.023447592961033,1.6094379124341003,7.56734567601324,-1.8885819577950331
32,9,408,3115.302,0.0031153020000000003,3.4965075614664802,2.302585092994046,6.013715156042802,-5.771429181201321
72,0,916,1954.974,0.001954974,4.290459441148391,0.0,6.821107472256465,-6.2373783848659805
18,6,358,1449.012,0.001449012,2.9444389791664403,1.9459101490553132,5.883322388488279,-6.536873334104385
206,12,4099,14689.543,0.014689543,5.332718793265369,2.5649493574615367,8.318742252692399,-4.220619398878631
45,0,521,2050.959,0.0020509589999999998,3.828641396489095,0.0,6.257667587882639,-6.189447790340361
168,9,1740,12544.318,0.012544317999999999,5.1298987149230735,2.302585092994046,7.462214939768189,-4.378487464930104
117,23,2248,47689.781,0.047689781,4.770684624465665,3.1780538303479458,7.718240951959316,-3.043038138840233
188,7,1582,8539.217,0.008539217,5.241747015059643,2.0794415416798357,7.367077059881012,-4.763085961567763
128,1,1031,8075.773,0.008075773,4.859812404361672,0.6931471805599453,6.939253946041508,-4.818886686900827
414,21,5335,27825.912,0.027825912,6.028278520230698,3.091042453358316,8.58223158759546,-3.5817876060773357
77,7,592,3700.565,0.003700565,4.356708826689592,2.0794415416798357,6.385194398997726,-5.599269768287127
88,1,888,4655.299,0.004655299,4.48863636973214,0.6931471805599453,6.790097235513905,-5.369749138307301
1467,539,21253,435713.265,0.435713265,7.291656209174461,6.29156913955832,9.96430039193264,-0.8307709010616878
61,1,1090,2909.058,0.002909058,4.127134385045092,0.6931471805599453,6.994849985833071,-5.839925961544768
99,9,1413,16150.865,0.016150865,4.605170185988092,2.302585092994046,7.254177846456518,-4.12578167037626
164,14,2018,10261.384,0.010261384,5.10594547390058,2.70805020110221,7.610357618312838,-4.5793675555492035
602,33,3251,169670.796,0.169670796,6.401917196727186,3.5263605246161616,8.087025470667701,-1.773895213478401
45,4,1235,17857.53,0.01785753,3.828641396489095,1.6094379124341003,7.119635638017636,-4.025330010970157
157,3,2193,108467.832,0.108467832,5.062595033026967,1.3862943611198906,7.693481640835175,-2.221301629222961
50,3,836,2038.808,0.002038808,3.9318256327243257,1.3862943611198906,6.729824070489475,-6.195389955629295
500,8,12821,100772.209,0.100772209,6.2166061010848646,2.1972245773362196,9.458917724547202,-2.294892665723384
22,1,570,1051.721,0.001051721,3.1354942159291497,0.6931471805599453,6.3473892096560105,-6.8573274089662535
48,15,1312,4824.948,0.004824948,3.8918202981106265,2.772588722239781,7.180069874302796,-5.333955321451334
105,50,710,7125.808,0.007125808,4.663439094112067,3.9318256327243257,6.566672429803241,-4.944032155748343
324,39,5474,14769.182,0.014769182,5.783825182329737,3.6888794541139363,8.607947554684701,-4.215212566504677
60,4,684,2549.908,0.002549908,4.110873864173311,1.6094379124341003,6.529418838262226,-5.971697998894017
115,7,1491,1710.293,0.0017102929999999999,4.7535901911063645,2.0794415416798357,7.307872780763706,-6.3710905781162115
3442,380,84785,2215246.44,2.21524644,8.144098463338524,5.942799375126701,11.3478857138108,0.7953636569018889
68,9,665,35780.64,0.03578064,4.23410650459726,2.302585092994046,6.501289670540389,-3.3303483139737775
103,10,1819,5255.048,0.005255048,4.6443908991413725,2.3978952727983707,7.506591780070841,-5.248566140536994
75,8,674,3364.389,0.003364389,4.330733340286331,2.1972245773362196,6.51471269087253,-5.694508907409336
30,10,561,2111.578,0.002111578,3.4339872044851463,2.3978952727983707,6.331501849893691,-6.160319743708981
168,8,1620,3763.303,0.003763303,5.1298987149230735,2.1972245773362196,7.390798521735676,-5.582458249751452
36,1,621,9526.906,0.009526906000000002,3.6109179126442243,0.6931471805599453,6.432940092739179,-4.653635273000828
80,6,1249,18283.766,0.018283766,4.394449154672439,1.9459101490553132,7.1308988302963465,-4.001741716669355
38,9,665,867.797,0.000867797,3.6635616461296463,2.302585092994046,6.501289670540389,-7.049552741623745
373,18,1513,5459.787,0.005459787000000001,5.924255797414532,2.9444389791664403,7.322510433997394,-5.210345500975283
154,13,3514,132204.761,0.132204761,5.043425116919247,2.639057329615259,8.164794804244766,-2.023403338597292
58,2,743,111014.095,0.11101409500000001,4.07753744390572,1.0986122886681096,6.612041034833092,-2.1980981037493503
269,16,5165,36425.57,0.03642557,5.598421958998375,2.833213344056216,8.549853973655786,-3.3124842784303072
105,83,1340,2186.363,0.0021863629999999998,4.663439094112067,4.430816798843313,7.201170883281678,-6.125515846289071
21,0,365,32907.124,0.032907124,3.091042453358316,0.0,5.902633333401366,-3.414066109696713
42,0,496,12366.396,0.012366396,3.7612001156935624,0.0,6.208590026096629,-4.3927724850688294
114,43,1618,4399.481,0.004399480999999999,4.74493212836325,3.784189633918261,7.389563953677635,-5.426268699560561
655,7,8002,104693.859,0.104693859,6.486160788944089,2.0794415416798357,8.987571750367046,-2.2567148161209465
179,16,1995,6279.193,0.006279193000000001,5.19295685089021,2.833213344056216,7.59890045687141,-5.070513809943985
105,5,1121,4155.901,0.004155901,4.663439094112067,1.791759469228055,7.022868086082641,-5.483226027010593
93,3,965,3000.333,0.003000333,4.543294782270004,1.3862943611198906,6.873163834212518,-5.809031996474071
339,9,5187,23121.375,0.023121375,5.8289456176102075,2.302585092994046,8.554103545436334,-3.7669977646280293
455,110,5412,21221.899,0.021221899000000002,6.1224928095143865,4.709530201312334,8.596558746796978,-3.8527216587542017
795,69,13840,94710.983,0.094710983,6.679599185844383,4.248495242049359,9.535390480896702,-2.356925308746147
459,113,6813,19995.198,0.019995198,6.131226489483141,4.736198448394496,8.826734598220911,-3.9122631342567655
363,27,4657,31372.446,0.031372446,5.8971538676367405,3.332204510175204,8.446341450444287,-3.4618252872339816
144,10,1574,18543.427,0.018543427,4.976733742420574,2.3978952727983707,7.362010551259734,-3.9876398923444523
350,15,3479,199732.954,0.199732954,5.860786223465865,2.772588722239781,8.15478757276852,-1.6107740346479724
37,15,528,1539.704,0.001539704,3.6375861597263857,2.772588722239781,6.270988431858299,-6.476165088823092
51,1,945,5743.119,0.005743119,3.9512437185814275,0.6931471805599453,6.852242569051878,-5.159752836437062
118,9,1650,46086.699,0.046086699,4.77912349311153,2.302585092994046,7.409136443920128,-3.0772308955566343
171,100,2675,32100.151,0.032100151,5.147494476813453,4.61512051684126,7.892078421248119,-3.4388945448073867
54,2,707,4977.021,0.004977021,4.007333185232471,1.0986122886681096,6.56244409369372,-5.302923759705339
633,12,15382,2420914.309,2.420914309,6.452048954437226,2.5649493574615367,9.64101828255575,0.8841452824513585
19,3,459,3170.911,0.003170911,2.995732273553991,1.3862943611198906,6.131226489483141,-5.753736350675689
26,2,588,5252.716,0.005252716,3.295836866004329,1.0986122886681096,6.3784261836515865,-5.249010002816026
60,8,953,1867.386,0.001867386,4.110873864173311,2.1972245773362196,6.860663671448287,-6.28321568699728
30,8,929,1365.365,0.0013653650000000001,3.4339872044851463,2.1972245773362196,6.835184586147301,-6.596333486822627
281,85,3435,9325.486,0.009325486000000001,5.641907070938114,4.454347296253507,8.142063283104147,-4.675004196847885
21,1,516,1667.177,0.001667177,3.091042453358316,0.6931471805599453,6.248042874508429,-6.396623502085799
136,22,1775,5440.918,0.0054409179999999994,4.919980925828125,3.1354942159291497,7.4821189235521155,-5.2138074823509655
232,26,2398,5561.477,0.005561477,5.4510384535657,3.295836866004329,7.782807262839695,-5.191891558515676
135,13,2441,13312.41,0.01331241,4.912654885736052,2.639057329615259,7.80057265467065,-4.319058596098726
1956,67,24415,353104.751,0.353104751,7.579167967396076,4.219507705176107,10.102993934084184,-1.0409905210264492
87,5,708,11626.128,0.011626128000000001,4.477336814478207,1.791759469228055,6.5638555265321274,-4.454500299957977
87,5,708,5312.394,0.005312394000000001,4.477336814478207,1.791759469228055,6.5638555265321274,-5.2377126978718405
71,3,1196,26418.135,0.026418135,4.276666119016055,1.3862943611198906,7.087573705557973,-3.6337045728413533
48,17,633,3803.768,0.003803768,3.8918202981106265,2.8903717578961645,6.452048954437226,-5.571763124592091
55,0,555,1310.15,0.0013101500000000002,4.02535169073515,0.0,6.320768294250582,-6.637613644507344
120,1,795,2663.391,0.002663391,4.795790545596741,0.6931471805599453,6.679599185844383,-5.9281551560413845
292,46,3319,15785.554,0.015785554,5.680172609017068,3.8501476017100584,8.107720061910534,-4.148660060977347
22,4,376,29661.283,0.029661283,3.1354942159291497,1.6094379124341003,5.932245187448011,-3.517912686296239
39,12,492,2452.194,0.002452194,3.6888794541139363,2.5649493574615367,6.20050917404269,-6.010772144951462
110,16,1397,23499.392,0.023499392,4.709530201312334,2.833213344056216,7.242797922793756,-3.750780730507144
18,0,449,606.4,0.0006064,2.9444389791664403,0.0,6.1092475827643655,-7.4079707236361125
289,54,4068,667521.733,0.6675217330000001,5.66988092298052,4.007333185232471,8.31115254800169,-0.40418333043626054
14,3,356,831.015,0.0008310149999999999,2.70805020110221,1.3862943611198906,5.877735781779639,-7.092862712730219
26,1,375,1957.493,0.001957493,3.295836866004329,0.6931471805599453,5.929589143389895,-6.236090706095493
1780,184,22015,358095.809,0.358095809,7.484930283289661,5.220355825078325,9.99952474073307,-1.0269547054810306
68,29,853,11781.966,0.011781966,4.23410650459726,3.4011973816621555,6.74993119378857,-4.441185221644741
88,11,1027,23056.073,0.023056073,4.48863636973214,2.4849066497880004,6.93537044601511,-3.7698260735259583
37,3,458,1188.535,0.0011885350000000001,3.6375861597263857,1.3862943611198906,6.129050210060545,-6.735033822712486
9,0,148,4140.728,0.004140728,2.302585092994046,0.0,5.003946305945459,-5.486883661193278
44,1,555,1380.235,0.0013802349999999998,3.8066624897703196,0.6931471805599453,6.320768294250582,-6.585501504455623
47,19,1164,5131372.345,5.131372345,3.8712010109078907,2.995732273553991,7.060476365999801,1.6353731370525073
47,19,1164,3265.884,0.003265884,3.8712010109078907,2.995732273553991,7.060476365999801,-5.724224802517164
98,0,1310,6493.436,0.006493436,4.59511985013459,0.0,7.1785454837637,-5.036963458472556
52,3,1230,3557.291,0.003557291,3.970291913552122,1.3862943611198906,7.115582126184454,-5.638755978847638
3606,1641,66380,848739.232,0.848739232,8.19063168090354,7.403670290012373,11.10316614993904,-0.1640032870821994
157,0,1464,437050.987,0.437050987,5.062595033026967,0.0,7.289610521451167,-0.8277054156353437
16,0,344,1528.268,0.001528268,2.833213344056216,0.0,5.84354441703136,-6.483620210947147
672,61,9045,229855.205,0.22985520499999998,6.511745329644728,4.127134385045092,9.11007795003779,-1.4703057117829055
298,10,4363,14954.154,0.014954154,5.700443573390686,2.3978952727983707,8.381144346952961,-4.20276615820948
108,10,1586,5995.31,0.00599531,4.6913478822291435,2.3978952727983707,7.369600720526409,-5.1167777820814315
108,10,1586,58086.163,0.058086163,4.6913478822291435,2.3978952727983707,7.369600720526409,-2.8458278018361507
74,7,776,1974.097,0.001974097,4.31748811353631,2.0794415416798357,6.655440350367647,-6.2276442003736605
479,33,7324,171406.874,0.17140687400000001,6.173786103901937,3.5263605246161616,8.899048433885268,-1.7637151686051393
98,95,1718,34495.175,0.034495175,4.59511985013459,4.564348191467836,7.449498005382849,-3.366935819797919
70,35,1128,6787.502,0.006787502000000001,4.2626798770413155,3.58351893845611,7.029087564149662,-4.992672299062827
194,11,1791,32418.983,0.032418983,5.272999558563747,2.4849066497880004,7.491087593534876,-3.4290111326916253
977,73,21171,553429.224,0.553429224,6.885509670034818,4.304065093204169,9.960434832977878,-0.5916214049281996
184,90,1494,24623.375,0.024623375,5.220355825078325,4.51085950651685,7.3098814858247865,-3.704059083949126
215,9,2398,79587.542,0.079587542,5.375278407684165,2.302585092994046,7.782807262839695,-2.530897705918071
285,53,2065,8576.751,0.008576751,5.655991810819852,3.9889840465642745,7.633369649679584,-4.75870010852503
128,3,1107,4040.408,0.004040408,4.859812404361672,1.3862943611198906,7.010311867307229,-5.511409602009225
110,5,1651,5570.059,0.0055700590000000005,4.709530201312334,1.791759469228055,7.409741954080923,-5.190349632639439
210,2,2170,29072.213,0.029072213,5.351858133476067,1.0986122886681096,7.682943169878292,-3.537972440717847
89,6,1138,3507.894,0.0035078939999999997,4.499809670330265,1.9459101490553132,7.037905963447182,-5.6527394215763955
560,339,7148,273351.742,0.273351742,6.329720905522696,5.8289456176102075,8.874727765766853,-1.2969958808792874
70,1,723,4736.218,0.0047362179999999995,4.2626798770413155,0.6931471805599453,6.584791392385716,-5.352516352054394
16,0,510,1690.552,0.001690552,2.833213344056216,0.0,6.236369590203704,-6.382700176159277
454,24,3750,344491.944,0.344491944,6.12029741895095,3.2188758248682006,8.229777750081887,-1.0656845734172329
1734,166,45687,1180641.774,1.180641774,7.45876269238096,5.117993812416755,10.729590960344698,0.16605816690166517
128,5,1015,3966.448,0.003966448,4.859812404361672,1.791759469228055,6.923628628138427,-5.52988429510268
38,0,547,2077.085,0.002077085,3.6635616461296463,0.0,6.306275286948016,-6.176789810515335
39,2,607,4047.516,0.004047516,3.6888794541139363,1.0986122886681096,6.410174881966167,-5.509651919362854
1423,239,15369,176873.42,0.17687342,7.261225091971921,5.480638923341991,9.640172836532642,-1.732320943486724
684,32,2719,206597.471,0.20659747099999998,6.529418838262226,3.4965075614664802,7.908387159290043,-1.5769829634170198
159,0,2522,209270.95,0.20927095,5.075173815233827,0.0,7.833203948641057,-1.5641254551498593
226,0,1750,273753.117,0.27375311700000005,5.424950017481403,0.0,7.467942332285852,-1.2955286116148799
324,5,4133,11996.611,0.011996611,5.783825182329737,1.791759469228055,8.327000740241713,-4.4231310857479
75,7,896,3329.362,0.003329362,4.330733340286331,2.0794415416798357,6.799055862058796,-5.70497458493739
100,11,2313,10768.64,0.01076864,4.61512051684126,2.4849066497880004,7.746732907753622,-4.531117072481935
118,0,610,7344.125,0.007344125,4.77912349311153,0.0,6.415096959171596,-4.913854605111631
148,7,1527,411511.687,0.41151168699999996,5.003946305945459,2.0794415416798357,7.331714969726466,-0.8879178582962591
148,7,1527,262116.223,0.262116223,5.003946305945459,2.0794415416798357,7.331714969726466,-1.3389672743454528
26,0,479,13269.204,0.013269204,3.295836866004329,0.0,6.173786103901937,-4.322309417365599
517,38,5471,20233.114,0.020233114,6.249975242259483,3.6635616461296463,8.607399459302385,-3.9004347098412433
146,36,1307,28994.488,0.028994488000000002,4.990432586778736,3.6109179126442243,7.176254532017144,-3.5406495360265753
55,21,1099,8268.042,0.008268042,4.02535169073515,3.091042453358316,7.003065458786462,-4.795357557349683
121,49,3036,9332.034,0.009332034,4.804021044733257,3.912023005428146,8.01862546504575,-4.674302281451966
303,232,4839,32194.645,0.032194645,5.717027701406222,5.4510384535657,8.484669999710677,-3.435955144609702
3402,1012,91980,9195871.947,9.195871947,8.132412674500905,6.920671504248683,11.429337312963495,2.218754681945349
83,7,839,8099.729,0.008099729,4.430816798843313,2.0794415416798357,6.733401891837359,-4.815924674653559
505,7,4191,10292.603,0.010292602999999999,6.226536669287466,2.0794415416798357,8.340933226000878,-4.576329797083428
282,6,2343,49362.941,0.049362941,5.645446897643238,1.9459101490553132,7.759614150696903,-3.008555318501958
1900,255,38373,10408671.653,10.408671653,7.550135342488429,5.545177444479562,10.555135425918044,2.3426392715070192
212,2,2080,11797.943,0.011797943,5.3612921657094255,1.0986122886681096,7.640603826393634,-4.439830084740268
1266,179,19996,9350936.02,9.350936019999999,7.144407180321139,5.19295685089021,9.903337541285003,2.235476447380924
18,0,100,1000.174,0.001000174,2.9444389791664403,0.0,4.61512051684126,-6.907581294118382
161,15,1773,13426.207,0.013426207,5.087596335232384,2.772588722239781,7.480992162869525,-4.310546735738461
533,12,4612,87718.955,0.087718955,6.280395838960195,2.5649493574615367,8.43663368355782,-2.4336172684081054
111,13,1312,2936.724,0.0029367240000000004,4.718498871295094,2.639057329615259,7.180069874302796,-5.830460604623722
954,487,29728,811051.426,0.811051426,6.86171134048073,6.1903154058531475,10.299878279368585,-0.20942381627289913
945,97,7770,46298.124,0.046298124,6.852242569051878,4.584967478670572,8.958154135209242,-3.0726538370693706
111,24,860,3339.173,0.003339173,4.718498871295094,3.2188758248682006,6.7580945044277305,-5.702032107443074
231,140,2918,23661.795,0.023661795,5.44673737166631,4.948759890378168,7.978996370854115,-3.743893556868358
25,0,339,760.394,0.000760394,3.258096538021482,0.0,5.8289456176102075,-7.181673837965034
363,12,4017,8833.956,0.008833956,5.8971538676367405,2.5649493574615367,8.29853954537488,-4.729152346576376
348,16,4918,593819.443,0.593819443,5.855071922202427,2.833213344056216,8.50086053679534,-0.5211799738406008
502,56,5323,35472.106,0.035472105999999996,6.220590170099739,4.04305126783455,8.579980179515003,-3.339008637840206
171,3,2181,9880.369,0.009880369,5.147494476813453,1.3862943611198906,7.687997166393016,-4.617205419741649
266,19,3095,15746.144,0.015746144,5.58724865840025,2.995732273553991,8.037866234709618,-4.15115976908195
320,61,3983,85923.052,0.085923052,5.771441123130016,4.127134385045092,8.290041618704489,-2.454303127437183
404,68,5695,168769.982,0.16876998199999999,6.003887067106539,4.23410650459726,8.647519453091812,-1.779218544387776
302,3,3796,38582.705,0.038582705,5.713732805509369,1.3862943611198906,8.241966560231802,-3.2549511599136993
302,3,3796,477193.322,0.477193322,5.713732805509369,1.3862943611198906,8.241966560231802,-0.739833582988734
364,29,3840,5451969.293,5.451969292999999,5.8998973535824915,3.4011973816621555,8.253488028345904,1.6959768815733773
306,23,5715,349763.995,0.349763995,5.726847747587197,3.1780538303479458,8.651024539049757,-1.0504966519411714
1675,196,36220,2167102.104,2.167102104,7.424165281042028,5.2832037287379885,10.497394340112052,0.7733908391184232
85,1,833,6043.583,0.006043583,4.454347296253507,0.6931471805599453,6.726233402358747,-5.108758230995522
78,1,1027,18518.552,0.018518552,4.3694478524670215,0.6931471805599453,6.93537044601511,-3.988982238565909
91,1,849,5170.678,0.005170678,4.5217885770490405,0.6931471805599453,6.745236349484362,-5.264751457860829
1525,485,30582,762872.899,0.762872899,7.330405211844402,6.186208623900494,10.32819957800675,-0.27066384217665307
91,3,1561,3635.538,0.0036355380000000002,4.5217885770490405,1.3862943611198906,7.3537223303996315,-5.616998173446325
955,209,13201,791694.229,0.7916942290000001,6.862757913051401,5.3471075307174685,9.488123612248716,-0.2335800362086059
82,0,1245,53476.267,0.053476267,4.418840607796598,0.0,7.1276936993473985,-2.928517330979717
363,16,4315,16573.651,0.016573651000000002,5.8971538676367405,2.833213344056216,8.370084326378025,-4.0999411338543394
40,7,1072,6492.233,0.006492233,3.713572066704308,2.0794415416798357,6.9782137426306985,-5.037148739647279
212,2,2859,6096.531,0.006096531,5.3612921657094255,1.0986122886681096,7.958576903813898,-5.1000353580921125
582,41,9990,340836.779,0.340836779,6.368187186350492,3.7376696182833684,9.209439966733019,-1.0763515702489386
582,41,9990,14831.418,0.014831417999999999,6.368187186350492,3.7376696182833684,9.209439966733019,-4.211007510410727
96,4,685,33393.688,0.033393688000000005,4.574710978503383,1.6094379124341003,6.530877627725885,-3.3993883788947654
521,130,5128,147111.803,0.147111803,6.257667587882639,4.875197323201151,8.542665987389269,-1.9165624166602573
24,1,359,5191.372,0.0051913720000000005,3.2188758248682006,0.6931471805599453,5.886104031450156,-5.260757262211903
924,545,11772,316335.872,0.31633587199999996,6.829793737512425,6.302618975744905,9.373564053078196,-1.1509507437827426
526,35,7926,36273.057,0.036273057,6.267200548541362,3.58351893845611,8.978029932837156,-3.316680044706396
143,2,1316,5128.76,0.0051287600000000004,4.969813299576001,1.0986122886681096,7.183111701743281,-5.272891364416944
84,5,1051,3168.931,0.003168931,4.442651256490317,1.791759469228055,6.9584483932976555,-5.7543609719405024
119,36,1482,1315069.648,1.3150696480000001,4.787491742782046,3.6109179126442243,7.301822342137932,0.2738896284857263
39,0,587,1563.112,0.0015631120000000002,3.6888794541139363,0.0,6.376726947898627,-6.461076573040305
193,37,2446,8943.648,0.008943647999999998,5.267858159063328,3.6375861597263857,7.802618063442671,-4.716811719336706
66,2,983,14030.73,0.01403073,4.204692619390966,1.0986122886681096,6.891625897052253,-4.266505354859984
102,34,1144,7611.765,0.007611765,4.634728988229636,3.5553480614894135,7.0431599159883405,-4.878060202331677
118,48,2263,12012.592,0.012012592,4.77912349311153,3.8918202981106265,7.724888439323074,-4.421799846026188
94,3,1285,2829.438,0.002829438,4.553876891600541,1.3862943611198906,7.1592919047975645,-5.867677173620353
89,6,1446,6683.127,0.0066831270000000005,4.499809670330265,1.9459101490553132,7.277247726631484,-5.008169287192199
25,14,655,57649.421,0.057649421,3.258096538021482,2.70805020110221,6.486160788944089,-2.8533750756826386
1797,317,29754,2435591.427,2.4355914270000003,7.494430215031565,5.762051382780177,10.300752464078952,0.8901896128741872
1428,139,13740,429339.724,0.429339724,7.264730177929867,4.941642422609304,9.528139343331775,-0.845506776003562
50,3,567,5295.329,0.005295329,3.9318256327243257,1.3862943611198906,6.342121418721152,-5.240930167770247
41,0,582,3272.557,0.0032725569999999997,3.7376696182833684,0.0,6.368187186350492,-5.722183642455668
34,0,531,1599.713,0.001599713,3.5553480614894135,0.0,6.2766434893416445,-6.437931040826021
48,6,614,8211.363,0.008211363,3.8918202981106265,1.9459101490553132,6.421622267806518,-4.802236352244731
29,0,199,2116.222,0.002116222,3.4011973816621555,0.0,5.298317366548036,-6.158122855555433
395,76,8858,564342.915,0.564342915,5.981414211254481,4.343805421853684,9.089189170412032,-0.5720932069252769
6600,1019,187337,4534877.912,4.534877912,8.79497643168877,6.927557906278317,12.140669750929472,1.511798161925774
23,0,276,2069.919,0.002069919,3.1780538303479458,0.0,5.6240175061873385,-6.180245802905257
159,1,3532,46404.798,0.046404798000000004,5.075173815233827,0.6931471805599453,8.169902647359145,-3.0703524199234598
43,1,387,2834.183,0.002834183,3.784189633918261,0.6931471805599453,5.961005339623274,-5.86600156675676
80,17,1250,2446.065,0.002446065,4.394449154672439,2.8903717578961645,7.1316985104669115,-6.013274668071874
125,7,2021,22160.4,0.0221604,4.836281906951478,2.0794415416798357,7.611842399580417,-3.809448366724447
1403,52,17851,568245.985,0.568245985,7.247080584585756,3.970291913552122,9.78987082574916,-0.5652008818265793
48,5,415,2121.124,0.002121124,3.8918202981106265,1.791759469228055,6.030685260261263,-6.155809142119329
527,0,3462,12023.453,0.012023453,6.269096283706261,0.0,8.149890544402423,-4.420896119914908
554,31,6329,53396.942,0.053396942,6.318968113746434,3.4657359027997265,8.753055515138222,-2.930001800573346
186,12,2113,32672.174,0.032672174,5.231108616854587,2.5649493574615367,7.656337166430183,-3.421231511352947
186,12,2113,13840.9,0.0138409,5.231108616854587,2.5649493574615367,7.656337166430183,-4.280127302005167
973,339,21434,455819.84,0.45581984000000003,6.881411303642535,5.8289456176102075,9.972780379032077,-0.7856576352547652
973,339,21434,1873.294,0.0018732940000000002,6.881411303642535,5.8289456176102075,9.972780379032077,-6.280056900406357
407,64,4949,17160.675,0.017160675,6.0112671744041615,4.174387269895637,8.507142855562735,-4.065134850031612
506,19,7206,39397.037,0.039397036999999996,6.2285110035911835,2.995732273553991,8.88280805492444,-3.234064668551825
52,1,718,3220.95,0.0032209499999999998,3.970291913552122,0.6931471805599453,6.577861357721047,-5.738078931883023
115,10,1473,6379.451,0.006379451,4.7535901911063645,2.3978952727983707,7.295735072749282,-5.054673235484706
115,10,1473,3015.542,0.003015542,4.7535901911063645,2.3978952727983707,7.295735072749282,-5.803975697131759
65,7,893,4223.8,0.0042238,4.189654742026425,2.0794415416798357,6.795705775173515,-5.467020082184
1572,67,37068,447095.384,0.44709538400000004,7.360739903058278,4.219507705176107,10.520536319789551,-0.8049833201077325
54,1,913,3004.194,0.003004194,4.007333185232471,0.6931471805599453,6.81783057145415,-5.8077459666062285
38,1,572,2768.003,0.002768003,3.6635616461296463,0.6931471805599453,6.35088571671474,-5.889629157412272
843,174,14102,82166.943,0.082166943,6.738152494595957,5.1647859739235145,9.55414281969224,-2.4990022110899925
188,2,1874,5005.471,0.005005470999999999,5.241747015059643,1.0986122886681096,7.536363938404511,-5.297223764748529
288,157,4443,33702.402,0.033702402,5.666426688112432,5.062595033026967,8.39931015075952,-3.39018616819944
192,30,2244,136956.585,0.136956585,5.262690188904886,3.4339872044851463,7.716460800176355,-1.9880913011869528
50,1,1083,3644.435,0.003644435,3.9318256327243257,0.6931471805599453,6.988413181999592,-5.61455393239503
88,24,1648,4091.094,0.004091094,4.48863636973214,3.2188758248682006,7.407924322559599,-5.498942863031677
35,0,514,1824.081,0.001824081,3.58351893845611,0.0,6.244166900663736,-6.306678980421262
171,0,1708,8408.656,0.008408656,5.147494476813453,0.0,7.443663683115591,-4.778493627518516
402,162,6751,55348.097,0.055348097,5.998936561946683,5.093750200806762,8.817594036275793,-2.8941130016290173
52,4,915,13376.26,0.013376260000000001,3.970291913552122,1.6094379124341003,6.82001636467413,-4.31427378502966
892,33,12640,173043.58,0.17304357999999997,6.794586580876499,3.5263605246161616,9.444700778495557,-1.7542118086932779
140,10,1462,28921.799,0.028921798999999998,4.948759890378168,2.3978952727983707,7.288244401020124,-3.5431596775405376
139,63,2777,23477.012,0.023477012,4.941642422609304,4.1588830833596715,7.929486523314289,-3.7517335493603357
98,6,956,2094.684,0.0020946840000000003,4.59511985013459,1.9459101490553132,6.863803391452954,-6.168352572307023
195,18,2025,10545.442,0.010545441999999999,5.278114659230518,2.9444389791664403,7.613818684808629,-4.5520615503300235
2067,346,23499,692367.934,0.692367934,7.63433723562832,5.849324779946859,10.06475570013225,-0.3676377681331928
367,227,6609,13113.32,0.01311332,5.908082938168931,5.429345628954441,8.796338932845732,-4.334126771466668
643,24,6325,25399.86,0.02539986,6.467698726104354,3.2188758248682006,8.752423403865594,-3.67301161678386
342,62,3935,37587.208,0.037587208,5.83773044716594,4.143134726391533,8.277920258172143,-3.2810914992377382
282,18,2188,78379.53,0.07837953,5.645446897643238,2.9444389791664403,7.691200097522863,-2.5461924826562905
311,13,3255,14423.083,0.014423083,5.7430031878094825,2.639057329615259,8.08825472712243,-4.238925369699964
888,75,17316,5067055.775,5.067055775,6.790097235513905,4.330733340286331,9.75944395695215,1.6227599339326972
29,1,465,2161.34,0.0021613400000000003,3.4011973816621555,0.6931471805599453,6.144185634125646,-6.137026879265843
355,17,4841,13910.3,0.013910299999999999,5.87493073085203,2.8903717578961645,8.485083137498004,-4.275125706061526
84,1,1014,12850.107,0.012850107,4.442651256490317,0.6931471805599453,6.922643891475888,-4.354403140827327
57,13,949,2149.396,0.002149396,4.060443010546419,2.639057329615259,6.856461984594587,-6.142568406543414
53,1,587,981.039,0.000981039,3.9889840465642745,0.6931471805599453,6.376726947898627,-6.926898343837452
467,24,4318,71451.206,0.071451206,6.148468295917647,3.2188758248682006,8.3707791729607,-2.6387404958123892
188,38,1843,55295.708,0.055295708,5.241747015059643,3.6635616461296463,7.519692404116539,-2.8950599864857858
72,2,625,11732.429,0.011732429,4.290459441148391,1.0986122886681096,6.439350371100098,-4.445398561880174
31,6,575,1853.866,0.001853866,3.4657359027997265,1.9459101490553132,6.3561076606958915,-6.290482090610176
649,79,10382,437857.128,0.43785712800000004,6.476972362889683,4.382026634673881,9.247925132303454,-0.8258626135986236
