CAMINHAO,CICLOMOTOR,AUTOMOVEL,vl_industria,vl_industria_milhoes,log_caminhao,log_ciclomotor,log_automovel,log_industria
217,25,2036,150270.053,0.15027005300000001,5.384495062789089,3.258096538021482,7.619233416226805,-1.8953212502460879
872,340,8395,42217.162,0.042217161999999996,6.771935555839602,5.831882477283517,9.035510680940524,-3.1649284581486157
90,1,747,2434.791,0.002434791,4.51085950651685,0.6931471805599453,6.617402977974478,-6.017894357753505
68,6,1102,4048.916,0.0040489160000000005,4.23410650459726,1.9459101490553132,7.005789019253503,-5.509306088010487
103,7,1151,12881.857,0.012881857,4.6443908991413725,2.0794415416798357,7.049254841255837,-4.351935391679803
13,5,269,25765.948,0.025765948,2.639057329615259,1.791759469228055,5.598421958998375,-3.6587015037783117
38,1,759,6968.379,0.006968379,3.6635616461296463,0.6931471805599453,6.633318433280377,-4.966372649407081
213,10,2954,13471.1,0.0134711,5.365976015021851,2.3978952727983707,7.991253929840198,-4.307208628939388
66,2,808,4256.03,0.00425603,4.204692619390966,1.0986122886681096,6.695798917058491,-5.459418478095457
138,2,1848,7111.355,0.007111355,4.9344739331306915,1.0986122886681096,7.522400231387125,-4.946062476671809
76,16,1065,83431.603,0.08343160300000001,4.343805421853684,2.833213344056216,6.97166860472579,-2.4837281085406406
93,1,1054,4019.802,0.004019802,4.543294782270004,0.6931471805599453,6.961296045910167,-5.5165226312955555
34,1,332,2003.701,0.002003701,3.5553480614894135,0.6931471805599453,5.808142489980444,-6.212759308487991
15,1,262,3281.861,0.003281861,2.772588722239781,0.6931471805599453,5.572154032177765,-5.719344639435372
27,34,740,6501.123,0.006501122999999999,3.332204510175204,3.5553480614894135,6.608000625296087,-5.035780347772661
30,0,360,1985.483,0.001985483,3.4339872044851463,0.0,5.8888779583328805,-6.221893069504667
42,8,507,19767.119,0.019767119,3.7612001156935624,2.1972245773362196,6.230481447578482,-3.923735378265898
123,7,1081,12522.331,0.012522331,4.820281565605037,2.0794415416798357,6.9865664594064265,-4.380241748531296
22,0,288,1184.641,0.0011846410000000002,3.1354942159291497,0.0,5.666426688112432,-6.738315503881249
22,0,288,1856.438,0.0018564380000000002,3.1354942159291497,0.0,5.666426688112432,-6.289095681080403
205,10,1743,17664.869,0.017664869,5.327876168789581,2.3978952727983707,7.463936604468925,-4.036177413992468
103,11,1528,11101.117,0.011101117,4.6443908991413725,2.4849066497880004,7.332369205929062,-4.50070954509614
187,24,1549,27993.35,0.02799335,5.236441962829949,3.2188758248682006,7.346010209913293,-3.5757882970145243
8154,6502,204896,4406278.19,4.40627819,9.006386515055114,8.780018887869153,12.230262692831372,1.4830303852884728
120,1,1138,7547.976,0.007547976,4.795790545596741,0.6931471805599453,7.037905963447182,-4.8864758311311265
13,1,269,1883.01,0.00188301,2.639057329615259,0.6931471805599453,5.598421958998375,-6.274883718646768
102,117,2181,32767.457,0.032767457,4.634728988229636,4.770684624465665,7.687997166393016,-3.4183194207473178
78,0,667,2144.794,0.0021447939999999998,4.3694478524670215,0.0,6.504288173536645,-6.144711768510071
78,0,667,628947.33,0.6289473299999999,4.3694478524670215,0.0,6.504288173536645,-0.4637077618767889
365,905,6688,1291988.245,1.2919882450000002,5.902633333401366,6.80903930604298,8.808219665118408,0.2561823070218069
76,19,1213,5812.308,0.005812308,4.343805421853684,2.995732273553991,7.101675971619444,-5.147777540872304
75,0,1057,6865.484,0.006865484000000001,4.330733340286331,0.0,6.964135612418245,-4.981248739698228
149,94,1709,50269.185,0.050269185,5.0106352940962555,4.553876891600541,7.444248649496705,-2.9903630138618316
73,35,1175,31433.837,0.031433837,4.304065093204169,3.58351893845611,7.069874128458572,-3.4598703548094085
70,0,470,1470.085,0.001470085,4.2626798770413155,0.0,6.154858094016418,-6.522435056733933
30,0,360,7027.383,0.007027383,3.4339872044851463,0.0,5.8888779583328805,-4.957940904201584
157,46,1535,24880.495,0.024880495,5.062595033026967,3.8501476017100584,7.336936913707618,-3.693671115810679
101,1,885,4025.735,0.004025735,4.624972813284271,0.6931471805599453,6.786716950605081,-5.515047776086897
181,8,1956,13744.938,0.013744938,5.204006687076795,2.1972245773362196,7.579167967396076,-4.287084668106276
43,6,625,2226.08,0.00222608,3.784189633918261,1.9459101490553132,6.439350371100098,-6.107513087870707
15,0,288,1415.422,0.001415422,2.772588722239781,0.0,5.666426688112432,-6.560327559134074
67,1,742,2984.042,0.002984042,4.219507705176107,0.6931471805599453,6.610696044717759,-5.814476521672652
124,0,932,3205.639,0.003205639,4.8283137373023015,0.0,6.838405200847344,-5.742843832507213
124,0,932,2975.66,0.0029756599999999998,4.8283137373023015,0.0,6.838405200847344,-5.8172894158498405
124,0,932,5664004.225,5.664004224999999,4.8283137373023015,0.0,6.838405200847344,1.7341311023304058
12,1,227,1302.83,0.0013028299999999998,2.5649493574615367,0.6931471805599453,5.429345628954441,-6.643216457501561
12,1,227,96730.214,0.09673021400000001,2.5649493574615367,0.6931471805599453,5.429345628954441,-2.335829474446492
679,64,9407,92901.41,0.09290141,6.522092798170152,4.174387269895637,9.149315670138408,-2.376216455667189
79,3,1069,14069.459,0.014069459000000001,4.382026634673881,1.3862943611198906,6.975413927455952,-4.263748859199205
46,9,567,4382.512,0.004382512,3.8501476017100584,2.302585092994046,6.342121418721152,-5.430133203009484
80,180,1123,52914.417,0.052914417,4.394449154672439,5.198497031265826,7.024649030453636,-2.939079444166992
39,191,827,7242.963,0.007242963,3.6888794541139363,5.2574953720277815,6.71901315438526,-4.927724902162502
16,4,370,3041.428,0.003041428,2.833213344056216,1.6094379124341003,5.916202062607435,-5.795428137013714
318,386,6499,46160.291,0.046160291,5.765191102784844,5.958424693029782,8.779557455883728,-3.0756353526427187
33,51,875,9676.369,0.009676369,3.5263605246161616,3.9512437185814275,6.775366090936392,-4.638068551368279
165,186,3821,5234.671,0.005234671000000001,5.111987788356544,5.231108616854587,8.248529124800218,-5.25245128286186
165,186,3821,109974.385,0.109974385,5.111987788356544,5.231108616854587,8.248529124800218,-2.207507803943031
6,0,117,863.272,0.000863272,1.9459101490553132,0.0,4.770684624465665,-7.054780736933479
98,1,1740,15597.78,0.01559778,4.59511985013459,0.6931471805599453,7.462214939768189,-4.1606266825456535
98,1,1740,116705.08,0.11670508,4.59511985013459,0.6931471805599453,7.462214939768189,-2.148105210217168
85,0,763,2795.306,0.002795306,4.454347296253507,0.0,6.638567789166521,-5.879813697151247
245,34,2067,35411.133,0.035411133000000004,5.5053315359323625,3.5553480614894135,7.63433723562832,-3.340729016759078
28,89,590,16262.23,0.01626223,3.367295829986474,4.499809670330265,6.3818160174060985,-4.118910037894713
35,4,817,5427.873,0.005427873,3.58351893845611,1.6094379124341003,6.706862336602747,-5.216207934482938
34,2,635,6362.61,0.0063626099999999994,3.5553480614894135,1.0986122886681096,6.455198563340122,-5.057316608453374
534,586,9400,216168.098,0.216168098,6.282266746896006,6.375024819828097,9.148571345578551,-1.5316989424815912
16,14,463,3456.437,0.0034564369999999997,2.833213344056216,2.70805020110221,6.139884552226255,-5.6675169892747865
27,35,657,99694.093,0.099694093,3.332204510175204,3.58351893845611,6.489204931325317,-2.305648851512791
502,13,4896,30894.657,0.030894657,6.220590170099739,2.639057329615259,8.496378051702317,-3.4771720226509073
69,1,579,19350.787,0.019350787,4.248495242049359,0.6931471805599453,6.363028103540465,-3.9450221884987977
9,0,174,6041.133,0.006041133,2.302585092994046,0.0,5.1647859739235145,-5.109163701845406
151,19,1518,157026.168,0.157026168,5.0238805208462765,2.995732273553991,7.325807502595773,-1.8513428123633544
153,1,2076,15078.938,0.015078938,5.0369526024136295,0.6931471805599453,7.638679823876112,-4.194456343285425
252,84,2144,183402.447,0.183402447,5.53338948872752,4.442651256490317,7.6708948313621175,-1.696072376827844
423,96,6046,404310.378,0.404310378,6.049733455231958,4.574710978503383,8.707317560273212,-0.905572433607226
37,119,776,5286.332,0.005286332,3.6375861597263857,4.787491742782046,6.655440350367647,-5.242630657356528
188,49,2287,19577.721,0.019577721000000003,5.241747015059643,3.912023005428146,7.7354333524996886,-3.93336304293399
188,49,2287,9764264.038,9.764264038,5.241747015059643,3.912023005428146,7.7354333524996886,2.278729194156073
113,102,2591,51279.436,0.051279436000000005,4.736198448394496,4.634728988229636,7.860185057472165,-2.970465464870143
48,2,601,2284.122,0.002284122,3.8918202981106265,1.0986122886681096,6.400257445308821,-6.081773573553611
20,3,458,1517.885,0.001517885,3.044522437723423,1.3862943611198906,6.129050210060545,-6.490437360454206
114,5,1320,18551.748,0.018551748,4.74493212836325,1.791759469228055,7.186144304522325,-3.987191262562301
200,180,2952,42453.757,0.042453756999999995,5.303304908059076,5.198497031265826,7.990576881743923,-3.1593398660185428
107,0,840,8738.19,0.00873819,4.68213122712422,0.0,6.734591659972948,-4.7400522045830895
562,223,5590,111842.358,0.11184235799999999,6.333279628139691,5.4116460518550396,8.628913441026645,-2.1906649170279078
137,10,1943,879.307,0.0008793070000000001,4.927253685157205,2.3978952727983707,7.572502985020384,-7.036376460733034
137,10,1943,22605.668,0.022605668000000002,4.927253685157205,2.3978952727983707,7.572502985020384,-3.7895546076878945
137,10,1943,187358.446,0.18735844599999998,4.927253685157205,2.3978952727983707,7.572502985020384,-1.6747316733601243
16,0,16,10232.344,0.010232343999999999,2.833213344056216,0.0,2.833213344056216,-4.582201595255098
7,0,5,5176.561,0.005176561,2.0794415416798357,0.0,1.791759469228055,-5.263614342803583
1,2,12,6641.347,0.006641347,0.6931471805599453,1.0986122886681096,2.5649493574615367,-5.014440474621612
14,0,28,10306.785,0.010306785,2.70805020110221,0.0,3.367295829986474,-4.57495286275502
223,0,492,24728.401,0.024728401,5.4116460518550396,0.0,6.20050917404269,-3.699802857848996
3,0,22,5315.828,0.005315828000000001,1.3862943611198906,0.0,3.1354942159291497,-5.237066493808829
56,3,282,31985.203,0.031985203000000004,4.04305126783455,1.3862943611198906,5.645446897643238,-3.442481889375149
15,1,132,19069.033,0.019069033,2.772588722239781,0.6931471805599453,4.890349128221754,-3.9596895685736953
8,0,13,16600.356,0.016600356,2.1972245773362196,0.0,2.639057329615259,-4.098331138066465
23,0,75,24291.26,0.02429126,3.1780538303479458,0.0,4.330733340286331,-3.7176386641145767
11,0,27,10111.881,0.010111881,2.4849066497880004,0.0,3.332204510175204,-4.594044209843084
4,1,12,9165.166,0.009165165999999999,1.6094379124341003,0.6931471805599453,2.5649493574615367,-4.692345285470426
80,0,632,53416.793,0.053416793,4.394449154672439,0.0,6.450470422144176,-2.929630106797662
25,1,66,19864.961,0.019864961,3.258096538021482,0.6931471805599453,4.204692619390966,-3.9187978529694525
12,0,23,8137.201,0.008137201,2.5649493574615367,0.0,3.1780538303479458,-4.811309015594089
6,0,23,6976.473,0.0069764729999999995,1.9459101490553132,0.0,3.1780538303479458,-4.965211790774957
55,0,110,23988.744,0.023988744,4.02535169073515,0.0,4.709530201312334,-3.7301705586490908
102,5,595,35813.655,0.035813655,4.634728988229636,1.791759469228055,6.39024066706535,-3.3294260337183403
32,3,139,15110.34,0.01511034,3.4965075614664802,1.3862943611198906,4.941642422609304,-4.192376001296114
142,6,652,2000959.742,2.000959742,4.962844630259907,1.9459101490553132,6.481577129276431,0.693626936458678
10,1,34,18840.39,0.01884039,2.3978952727983707,0.6931471805599453,3.5553480614894135,-3.9717523094112326
43,0,113,20730.895,0.020730895,3.784189633918261,0.0,4.736198448394496,-3.8761301793226726
16,0,20,9555.869,0.009555869,2.833213344056216,0.0,3.044522437723423,-4.650599758277252
22,1,27,14195.129,0.014195129,3.1354942159291497,0.6931471805599453,3.332204510175204,-4.254856401391557
21,0,116,7128.063,0.0071280630000000005,3.091042453358316,0.0,4.762173934797756,-4.943715750468849
354,9,1378,77642.907,0.07764290700000001,5.872117789475416,2.302585092994046,7.229113877793302,-2.5556350793420775
354,9,1378,9764.977,0.009764977000000001,5.872117789475416,2.302585092994046,7.229113877793302,-4.628953070007011
6,0,6,7758.212,0.0077582120000000004,1.9459101490553132,0.0,1.9459101490553132,-4.859003383707153
360,21,2102,123195.761,0.123195761,5.8888779583328805,3.091042453358316,7.6511201757027,-2.0939806359422004
403,22,3585,182494.037,0.182494037,6.0014148779611505,3.1354942159291497,8.184792654165078,-1.7010377804659995
12,0,5,6480.859,0.006480859,2.5649493574615367,0.0,1.791759469228055,-5.038902215675088
28,1,181,9291.059,0.009291058999999999,3.367295829986474,0.6931471805599453,5.204006687076795,-4.678702739111718
28,1,181,326205.555,0.326205555,3.367295829986474,0.6931471805599453,5.204006687076795,-1.120227559510425
7,0,10,6035.535,0.006035535,2.0794415416798357,0.0,2.3978952727983707,-5.110090778817456
7,0,10,43049.969,0.043049969,2.0794415416798357,0.0,2.3978952727983707,-3.1453937682015716
10,0,6,6747.498,0.006747497999999999,2.3978952727983707,0.0,1.9459101490553132,-4.998583509478235
8,1,11,14841.714,0.014841714,2.1972245773362196,0.6931471805599453,2.4849066497880004,-4.210313549260067
54,0,198,25786.638,0.025786638,4.007333185232471,0.0,5.293304824724492,-3.6578988281914513
405,6,3273,142289.413,0.142289413,6.0063531596017325,1.9459101490553132,8.09376775793108,-1.949892175810796
19,1,155,14926.054,0.014926054,2.995732273553991,0.6931471805599453,5.049856007249537,-4.204647002431435
17656,1937,413943,37697008.567,37.697008567000005,9.778887584302797,7.569411792450712,12.933485977957739,3.62958074295028
62,1,179,41055.747,0.041055747000000004,4.143134726391533,0.6931471805599453,5.19295685089021,-3.1928244528827854
7,0,10,7816.915,0.007816915,2.0794415416798357,0.0,2.3978952727983707,-4.851465303539791
60,8,463,36745.6,0.036745599999999996,4.110873864173311,2.1972245773362196,6.139884552226255,-3.303736788382404
10,0,12,9860.055,0.009860055,2.3978952727983707,0.0,2.5649493574615367,-4.619263532289844
29,1,80,20970.982,0.020970982,3.4011973816621555,0.6931471805599453,4.394449154672439,-3.8646156063616908
39,0,403,12582.543,0.012582543,3.6888794541139363,0.0,6.0014148779611505,-4.375444901874735
27,0,32,15548.872,0.015548872,3.332204510175204,0.0,3.4965075614664802,-4.163767183180987
191,16,1750,92451.048,0.092451048,5.2574953720277815,2.833213344056216,7.467942332285852,-2.3810759853560337
4,0,21,7530.596,0.007530596,1.6094379124341003,0.0,3.091042453358316,-4.888781090236135
363,7,2182,433687.216,0.43368721600000004,5.8971538676367405,2.0794415416798357,7.688455356549944,-0.8354317051719856
204,12,1074,40821.396,0.040821396,5.3230099791384085,2.5649493574615367,6.980075940561763,-3.198548923263111
11,0,14,6115.777,0.006115777,2.4849066497880004,0.0,2.70805020110221,-5.096883453319766
20,0,13,12934.345,0.012934345,3.044522437723423,0.0,2.639057329615259,-4.347869102430688
101,3,1470,25535.974,0.025535974,4.624972813284271,1.3862943611198906,7.293697720601438,-3.6676670758856833
15,0,13,13702.978,0.013702978,2.772588722239781,0.0,2.639057329615259,-4.2901420975072115
6,0,20,6870.786,0.006870786,1.9459101490553132,0.0,3.044522437723423,-4.98047676881191
12,0,58,20700.241,0.020700241,2.5649493574615367,0.0,4.07753744390572,-3.8776099362665097
98,3,1090,50521.178,0.050521178,4.59511985013459,1.3862943611198906,6.994849985833071,-2.9853626642736746
98,3,1090,29679.683,0.029679683000000002,4.59511985013459,1.3862943611198906,6.994849985833071,-3.517292541332987
8,1,32,11910.628,0.011910628000000001,2.1972245773362196,0.6931471805599453,3.4965075614664802,-4.430324168205714
88,1,1052,227130.131,0.22713013099999999,4.48863636973214,0.6931471805599453,6.959398512133975,-1.4822321614367717
6,0,3,7588.648,0.007588648,1.9459101490553132,0.0,1.3862943611198906,-4.881101832558733
14,0,5,10922.656,0.010922656000000001,2.70805020110221,0.0,1.791759469228055,-4.516916114796181
25,0,37,10448.592,0.010448592000000001,3.258096538021482,0.0,3.6375861597263857,-4.561288046491246
8,1,30,12699.258,0.012699258,2.1972245773362196,0.6931471805599453,3.4339872044851463,-4.3662117124212605
16,3,257,4595.874,0.004595874,2.833213344056216,1.3862943611198906,5.552959584921617,-5.382596334515033
27,2,234,9920.285,0.009920285,3.332204510175204,1.0986122886681096,5.459585514144159,-4.61317362825934
8,0,62,1930.175,0.001930175,2.1972245773362196,0.0,4.143134726391533,-6.250144606600814
18,2,263,439548.703,0.439548703,2.9444389791664403,1.0986122886681096,5.575949103146316,-0.8220067534343831
14,1,54,2496.102,0.002496102,2.70805020110221,0.6931471805599453,4.007333185232471,-5.993024963925308
110,9,1566,366774.655,0.366774655,4.709530201312334,2.302585092994046,7.356918242356021,-1.0030076385880489
3244,747,75921,1068726.931,1.068726931,8.08487062913819,6.617402977974478,11.23746177645632,0.0664681560066331
49,13,539,35177.525,0.035177525,3.912023005428146,2.639057329615259,6.29156913955832,-3.3473478946205724
87,56,1197,27980.389,0.027980388999999998,4.477336814478207,4.04305126783455,7.088408778675395,-3.5762514070537392
42,0,296,142197.327,0.14219732699999998,3.7612001156935624,0.0,5.6937321388027,-1.9505395592580257
83,9,855,21172.662,0.021172662000000002,4.430816798843313,2.302585092994046,6.752270376141742,-3.855044457763148
9,0,64,1758.443,0.001758443,2.302585092994046,0.0,4.174387269895637,-6.343326520564777
705,108,12071,217404.55,0.21740455,6.559615237493242,4.6913478822291435,9.398644000447685,-1.5259953753512063
705,108,12071,23821.34,0.02382134,6.559615237493242,4.6913478822291435,9.398644000447685,-3.7371734613895593
19,0,259,4404.31,0.004404310000000001,2.995732273553991,0.0,5.560681631015528,-5.425171672044961
34,1,189,5555.781,0.005555781,3.5553480614894135,0.6931471805599453,5.247024072160486,-5.192916271713556
18,0,122,15955.716,0.015955716,2.9444389791664403,0.0,4.812184355372417,-4.137938144044484
66,0,1059,2521.572,0.002521572,4.204692619390966,0.0,6.966024187106113,-5.982872762423279
58,0,731,11224.889,0.011224889,4.07753744390572,0.0,6.595780513961311,-4.489621734044137
93,3,944,7423.005,0.007423005,4.543294782270004,1.3862943611198906,6.851184927493743,-4.903171317264844
21,0,307,9541.877,0.009541877,3.091042453358316,0.0,5.730099782973575,-4.652065062350679
40,2,900,12034.767,0.012034767,3.713572066704308,1.0986122886681096,6.803505257608338,-4.419955568133931
9,0,219,2517.746,0.002517746,2.302585092994046,0.0,5.393627546352361,-5.984391222157369
1571,334,26145,1169108.236,1.169108236,7.360103972989152,5.814130531825066,10.171451494121806,0.15624126674108862
80,13,1651,32824.81,0.032824809999999996,4.394449154672439,2.639057329615259,7.409741954080923,-3.4165706470811643
18,1,395,2957.176,0.0029571759999999997,2.9444389791664403,0.6931471805599453,5.981414211254481,-5.823520520099464
348,451,5454,47645.725,0.047645725,5.855071922202427,6.113682179832232,8.604287898267172,-3.0439623695908637
339,70,2859,74424.407,0.07442440700000001,5.8289456176102075,4.2626798770413155,7.958576903813898,-2.5979713398648108
55,0,1207,11191.124,0.011191124,4.02535169073515,0.0,7.0967213784947605,-4.4926343148752235
159,5,1474,13262.824,0.013262824000000001,5.075173815233827,1.791759469228055,7.29641326877392,-4.322790345557214
61,0,694,6128.322,0.006128322,4.127134385045092,0.0,6.543911845564792,-5.094834302232417
104,2,1344,74250.678,0.074250678,4.653960350157523,1.0986122886681096,7.20414929203594,-2.600308370027887
53,0,899,8034.032,0.008034032,3.9889840465642745,0.0,6.802394763324311,-4.824068759981035
25,2,898,4111.992,0.004111992,3.258096538021482,1.0986122886681096,6.80128303447162,-5.4938476963564575
43,0,685,11865.168,0.011865167999999999,3.784189633918261,0.0,6.530877627725885,-4.4341482299026165
20,1,620,4778.778,0.004778778,3.044522437723423,0.6931471805599453,6.431331081933479,-5.343570413697995
34,0,730,4956.415,0.004956415,3.5553480614894135,0.0,6.594413459749778,-5.307072581836394
57,0,967,7756.693,0.007756693,4.060443010546419,0.0,6.875232087276577,-4.859199195412716
33,0,396,3884.159,0.0038841590000000003,3.5263605246161616,0.0,5.983936280687191,-5.550848792212795
101,3,1086,154030.013,0.154030013,4.624972813284271,1.3862943611198906,6.99117688712121,-1.8706078059466313
153,0,1294,7204.729,0.007204729,5.0369526024136295,0.0,7.166265974133638,-4.9330176630069404
323,6,4231,28779.065,0.028779065,5.780743515792329,1.9459101490553132,8.350429973538136,-3.5481070658894334
39,5,636,15508.189,0.015508189,3.6888794541139363,1.791759469228055,6.456769655572163,-4.166387071989529
43,0,443,4843.481,0.004843481,3.784189633918261,0.0,6.095824562432225,-5.33012160188864
47,0,499,3280.709,0.0032807089999999997,3.8712010109078907,0.0,6.214608098422191,-5.71969572140839
48,0,696,8180.498,0.008180498,3.8918202981106265,0.0,6.546785410760524,-4.806002250025006
78,0,934,9484.365,0.009484365,4.3694478524670215,0.0,6.840546529288687,-4.658110625648599
130,0,1430,13841.893,0.013841893,4.875197323201151,0.0,7.266128779556451,-4.280055560689149
29,0,544,4817.727,0.004817727,3.4011973816621555,0.0,6.300785794663244,-5.335453038910405
122,9,1726,15814.632,0.015814632,4.812184355372417,2.302585092994046,7.454141078146678,-4.146819691543625
377,0,3071,14572.388,0.014572388,5.934894195619588,0.0,8.030084094267563,-4.228626773783488
190,4,2666,42817.146,0.042817146,5.25227342804663,1.6094379124341003,7.888709524182015,-3.1508166491395015
84,0,1086,7458.143,0.007458143,4.442651256490317,0.0,6.99117688712121,-4.89844882336803
